id	skewness	kurtosis	label
119lA	0.053275734186173	-0.81313687571402	4
193lA	0.174062294885516	-0.732260630068692	4
1ab8A	-0.16254286468029	-0.489641319467418	4
1af5A	-0.077035506566366	-0.657735763569389	4
1afiA	0.024000870684783	-0.868091642018584	4
1ag2A	0.075695482393106	-0.898164056361784	4
1ah6A	-0.246750858301918	-0.369673455582294	4
1ahqA	0.02534327780207	-0.767222072980335	4
1aihA	0.214120863005519	-0.401580626185157	4
1akoA	0.054397165232028	-0.678349028456855	4
1aorA	0.055013456692298	-0.588576143738063	4
1apsA	-0.110154363016288	-0.673067132888928	4
1apyA	0.28899135440588	-0.39458151944212	4
1astA	0.121802871425947	-0.745782320796293	4
1atlA	-0.194182758529981	-0.732978964933938	4
1biaA	-0.019798970470826	-0.782038660654224	4
1bncA	0.255510186155637	-0.720014559334511	4
1bplA	0.077852076540391	-0.805137646147839	4
1bvlA	0.06077843097349	-0.631203315417985	4
1cbyA	0.199181684913735	-0.500811086187344	4
1cdlA	-0.173489920794964	-0.826213540364133	4
1cewI	0.187902726233006	-0.965565460724944	4
1chkA	0.046641815453768	-0.885195189585429	4
1chmA	-0.020482165118059	-0.744356645396574	4
1ckmA	0.082228216032187	-0.888619068653675	4
1coyA	0.018308947483699	-0.84742529065213	4
1crkA	-0.119276215632757	-0.743352304763114	4
1cseI	0.227359399199486	-0.975650030371099	4
1ctfA	0.093486698965232	-0.841042808177217	4
1ctnA	0.270192493995031	-0.654196514749108	4
1dapA	-0.287540074437857	-0.555927816505319	4
1darA	0.116176413993041	-0.826552584860717	4
1dcoA	-0.023847219844659	-0.745246298542822	4
1defA	-0.027331225574017	-0.835985809337737	4
1dikA	-0.119622804224491	-0.836743742841499	4
1divA	-0.289750805745522	-0.977297858057395	4
1ebhA	0.06874267787983	-0.692977667817124	4
1efnB	-0.00180147588253	-0.623088637402234	4
1emaA	0.105188991874456	-0.758068575649288	4
1esfA	-0.020821536580722	-0.853821328066194	4
1ezmA	0.065476529610654	-0.808884288315848	4
1fcaA	-0.035172861069441	-0.955279411149937	4
1fd2A	0.133947554975748	-0.855934531313207	4
1fimA	0.043716942891479	-0.739614794018004	4
1fjmA	-0.070592805743218	-0.717531997082817	4
1fkdA	-0.131348888079325	-0.752000148748098	4
1frdA	-0.046348025401433	-0.900597069469754	4
1froA	-0.117461624244849	-0.574939112224689	4
1fwpA	0.001201731308053	-0.806099513233532	4
1galA	0.005020438693464	-0.890586461959916	4
1gbsA	-0.081147870669762	-0.755687190499783	4
1gesA	-0.04843719303608	-0.889690364969417	4
1ggtA	-0.01087943961223	-0.727100837921387	4
1gmpA	-0.204870246350765	-0.876518071335776	4
1gndA	-0.248725728442272	-0.714961990138289	4
1gpmA	-0.033364914357662	-0.696106322211068	4
1grjA	0.188936526576678	-0.73127293148235	4
1grlA	-0.121679150809844	-0.956607113267652	4
1gtpA	-0.247277125716209	-0.505840102430025	4
1gtqA	0.185767859220505	-0.731616775054408	4
1guaB	0.107663117349148	-0.840249863321113	4
1hanA	-0.033173625047008	-0.55534999900449	4
1hfcA	0.008755060533683	-0.732374676205914	4
1hqiA	-0.209411844611168	-0.863591187735853	4
1humA	-0.205925183991591	-0.663494409912899	4
1hxpA	0.303642986963193	-0.579362915484912	4
1ibaA	-0.13528960943222	-0.945671055333358	4
1igdA	-0.026383991042773	-0.925001237312052	4
1kapP	0.079159582654635	-0.77587252807622	4
1kifA	0.019414921601613	-0.786554340632345	4
1kpaA	0.117919683456421	-0.804606583753285	4
1kptA	0.119532191194594	-0.772007871369662	4
1kuhA	-0.014064602864285	-0.931514666781752	4
1kvdA	0.235012272993724	-0.532661126890266	4
1lbaA	0.044342921425899	-0.861454107343602	4
1lbuA	-0.128835938870907	-0.632116563241496	4
1lgrA	0.129820709427198	-0.481963479911229	4
1litA	0.024553536127011	-0.634570307809254	4
1lmlA	0.063243269920349	-0.749155199813659	4
1ltsA	0.091039227942626	-0.862298300769486	4
1mbbA	-0.081570859998465	-0.940376690146046	4
1mkaA	0.054281376302242	-0.856408124239531	4
1mlaA	0.237651275470853	-0.873926938431175	4
1mliA	-0.005559229602416	-0.787248642048042	4
1mngA	0.043862804149588	-0.779799811672373	4
1molA	-0.047493800520897	-0.618672375962234	4
1mrjA	-0.068283001581828	-0.857867785556803	4
1mskA	-0.104495342820883	-0.872070742177704	4
1mutA	0.118338750054439	-0.781165328465255	4
1mxaA	-0.004159951582551	-0.931474927470227	4
1noxA	-0.619130444402496	0.287036848442182	4
1npkA	0.079828381538391	-0.698518404150692	4
1oacA	-0.510948300361633	-0.254897295652807	4
1ofgA	0.389236514767011	0.07188245692053	4
1ordA	0.065353242059549	-0.635354504557671	4
1otfA	-0.000707725683848	-0.959524952848004	4
1otgA	0.023916015401483	-0.751695805529452	4
1ounA	0.27683058877786	-0.3663678730643	4
1paxA	-0.070991246029735	-0.812130955899069	4
1pbaA	-0.030633550137282	-0.870097976351201	4
1pbeA	-0.003430905441443	-1.02399828527928	4
1pdaA	0.048532086114089	-0.882301019071476	4
1pilA	0.023357981195053	-0.677761485126075	4
1pkpA	-0.047958234945933	-0.647589127818278	4
1plqA	0.02300534894069	-0.413822803181135	4
1pmaB	-0.278014009197553	-0.552766686172057	4
1pmdA	-0.330732271075249	-0.584283740513076	4
1pneA	-0.07626756777366	-0.684590488922092	4
1pnkA	0.520256434877714	-0.503802043190869	4
1prtB	-0.042603914315502	-0.780984991396563	4
1psdA	-0.011607594788075	-0.857304510389163	4
1ptfA	0.107785231123368	-0.949536873378316	4
1pyaA	-0.172356216857831	-0.456856812048576	4
1qapA	0.197185690204302	-0.828963212094888	4
1qbaA	0.063125689824422	-0.838327669130311	4
1regX	-0.076997419198354	-0.725185792767817	4
1risA	-0.328857014576594	-0.711035825438727	4
1scuB	0.152359768748283	-0.851244916277826	4
1seiA	-0.156317889690399	-0.436959622966159	4
1setA	-0.263384728382031	-0.414372722262217	4
1shaA	0.062911083300908	-0.676796842545195	4
1slyA	0.212043588360151	-0.915543501004385	4
1smnA	-0.083540628353755	-0.822593443651415	4
1spbP	-0.5396751811107	0.126575329829714	4
1srsA	0.090427632133166	-0.740792484977947	4
1ssoA	-0.071926991979126	-0.760805662381225	4
1stdA	0.01317131643494	-0.906348042636837	4
1stuA	-0.193569421768189	-0.497387335698969	4
1tbdA	0.164429719249407	-0.531732391629456	4
1tfeA	0.343257506688436	-0.391625161769271	4
1tifA	0.274974481513103	-0.77635075528465	4
1tigA	-0.187696830679973	-0.896616709319982	4
1tptA	-0.002622311313947	-0.783817813213279	4
1tysA	0.090787341197332	-0.782549575887377	4
1uaeA	0.03971455556651	-1.0532314775569	4
1ubiA	0.197926595807076	-0.536872816795588	4
1udiI	0.108286212508877	-0.800159770598535	4
1uplA	0.262471437454224	-0.763238428182004	4
1vaoA	-0.074753349026044	-0.966833854934446	4
1vccA	-0.071613858143489	-0.901201217367109	4
1vhhA	0.111495497326056	-0.577866824897465	4
1vigA	-0.159997229774793	-0.96107031496943	4
1vjwA	-0.004747146119674	-0.94711236299741	4
1xerA	0.053864597032468	-0.871348247268104	4
1xxaA	-0.091034579401215	-0.952197281109991	4
1ytbA	-0.089918142805497	-0.733298502837633	4
1yuaA	-0.018058660129706	-0.788711605418981	4
2actA	0.03187104438742	-0.827985057222274	4
2baaA	0.121753293089569	-0.834032771847257	4
2bopA	0.545763035615285	-0.244022700006936	4
2chsA	-0.1296340127786	-0.729081764069122	4
2cmdA	-0.044393602137764	-0.809020160588219	4
2gltA	0.310026417175929	-0.620493580552215	4
2kauA	-0.218820328513781	-0.672832195164635	4
2ms2A	0.028114659401278	-0.643193747309832	4
2phyA	-0.030304122405748	-0.796039308470761	4
2polA	0.109849239389102	-0.843491574739407	4
2rebA	0.005947158982356	-0.696748227273797	4
2sicI	0.02412074804306	-0.704111079895574	4
2vikA	-0.14602530375123	-0.81497367070878	4
3fibA	-0.003108286260006	-0.776273985202233	4
3pmgA	0.023710334673524	-0.797769489037443	4
3rubL	-0.108343029394746	-0.83680385997444	4
3rubS	0.180923670530319	0.075438968967151	4
4kbpA	-0.016443652411302	-0.692373938320939	4
7rsaA	0.03618980695804	-0.897430739868505	4
