id	skewness	kurtosis
1abr	0.06690004576618473	-0.7116277679440514
1aly	-0.25377314786116284	-0.7758467318968486
1aof	0.11275101577242216	-0.646464078897532
1aol	0.010251724471648535	-0.7629058777277495
1aon	-0.028372981360123044	-0.6373719605367921
1arb	0.016406746581196785	-0.7846110537584914
1asf	0.002081301063299179	-0.6666155634341062
1asy	nan	nan
1bbt	0.022713248928387955	-0.6164350506972163
1bco	0.042172769705454506	-0.9230832542393781
1bcp	0.01922537191745101	-0.7412425526287209
1bdo	-0.004897264763712883	-1.097902579611991
1bg1	nan	nan
1bia	-0.019798970470825832	-0.7820386606542242
1bmf	0.01636942826388847	-0.6549761826667945
1bpl	0.13323802935580412	-0.8416360971326875
1bty	-0.014810300005289415	-0.8620263726410964
1bw3	0.03751707964887221	-0.9045461116668626
1cd1	-0.0006295243899027518	-0.7891544174617168
1cdg	0.03702450543642044	-0.7168744405053437
1cel	-0.11903274431824684	-0.8726227178740911
1cgp	nan	nan
1cka	-0.19292324160536128	-0.9552405439348284
1ckm	0.11829809254656234	-0.8215195712474086
1cpn	0.1527789106282095	-0.9038614755418526
1ctm	0.21168161276727915	-0.7089369214594855
1cuk	-0.11067731926838557	-0.6765961505254516
1cyx	0.041608987376093864	-0.955858052390422
1ddt	0.008840911090373993	-0.7764131235433095
1djx	-0.23221387589971224	-0.5229489895190559
1dkg	-0.2152237931732088	-0.533412028839155
1dlc	0.056180961430072784	-0.7027059139183999
1dup	-0.24585961798826853	0.262143721598679
1eft	0.06458963950475057	-0.790088500359122
1epn	0.003954310591022174	-0.8698177480566641
1esf	-0.022822142889102302	-0.8634554957205576
1eta	-0.10077349158624808	-0.6001872431115314
1exg	0.1168092810548842	-0.9204382933249704
1fgp	0.17320878203544351	-0.6339836611948063
1fiv	-0.15499871969223022	-1.1225081033810473
1fnb	-0.18573871751626334	-0.49861255875729915
1fui	-0.0791356417402211	-0.6780533628098485
1ggt	-0.07130622894813618	-0.7053845075078949
1gof	-0.3788459738716483	-0.3877375336496254
1gpr	-0.09101954350868861	-0.7927010713765569
1gtr	nan	nan
1gzi	0.020574120183785755	-0.6146546677272063
1hav	0.027231239403287567	-0.7635196349273521
1hbp	0.08031180252631505	-0.7452442464317878
1hcd	0.10205465058485667	-0.8282212578186824
1hge	-0.007562790479924946	-0.20059138916647234
1hms	0.11877356221278508	-0.9768621900903792
1hoe	0.17951828924318156	-0.8264226865816279
1hpl	0.09869355460007986	-0.7223225094442332
1hxn	-0.07361264775196712	-0.6834778011420827
1idk	-0.09778209030628204	-0.7821015001286571
1ihw	-0.015437862462931662	-0.6403923513565427
1irs	-0.16296380013227463	-0.7269782650193217
1kap	0.0012009666922191756	-1.1712983539669435
1kit	0.07407170906662941	-0.6926314968718037
1knb	0.06468755255142848	-0.8766030642419161
1lts	0.0476864081962655	-0.7974631034607478
1lxa	0.021723411977291107	-0.7687169084465969
1mai	0.07285806660850842	-0.8700799111817309
1mjc	-0.08239704370498657	-0.8066023897762378
1mmd	0.062012369434038796	-0.810483411756834
1msa	-0.006888245542844135	-0.49805883522619965
1msp	-0.01866175482670466	-0.7431451839113484
1nbc	-0.0416682834426562	-0.9389815503739206
1nci	0.010848696964482457	-0.6590113268648757
1neu	-0.05418889534970125	-0.8252991890232514
1noa	0.05586053368945917	-0.781115592966647
1npo	-0.058034194322923824	-0.8968214047392793
1oac	-0.14923969035347306	-0.32573958256152746
1osp	-0.10473598401424372	-0.8320896789721929
1pdr	0.07496897876262665	-1.0293629691797388
1pgs	-0.05237567921479543	-0.7864848637531514
1pky	0.0007526476401835715	-0.7795302410489854
1plc	-0.06666681667168935	-0.9304808573740587
1pmi	0.08456840614477794	-0.672578528407811
1prc	0.03077478924145302	-0.30629791791638733
1prr	-0.06971480945746104	-0.8394846747814327
1pse	-0.3886750966310501	-0.6609608519934229
1pyp	-0.1210205527022481	-0.7548763398669217
1qba	0.0631256898244222	-0.8383276691303111
1rgs	0.26190554971496266	-0.807819741816998
1rip	-0.23371728183701634	-0.21673341342345268
1rsy	-0.08624773278521995	-0.5859187586976166
1sac	-0.03096693077435097	-0.8759109634521213
1scs	-0.12995067362984022	-0.6019977524395697
1sft	-0.015431726972262083	-0.7485496658619778
1sla	0.025973041852315266	-0.8368115149496804
1slu	-0.1508936317016681	-0.5966590928832728
1smp	0.1338122095912695	-0.6672872859246319
1sri	0.007702523221572239	-0.508937885882654
1stm	0.06713975893023114	-0.628434808245988
1sty	-0.08078123132387798	-0.7017491349460377
1tdt	0.10422893096175458	-0.49858938889588195
1thj	0.11604050132963394	-0.45250501999617193
1thw	0.05941088000933329	-0.5914569805496895
1tsp	0.29181743661562604	-0.38595778815430276
