id	skewness	kurtosis	label
1ab3A	-0.391453581706931	-0.713929961810389	1
1abvA	0.035834562033415	-0.77699497406721	1
1acaA	0.065096880483907	-1.04188027155084	1
1acpA	-0.078005253725375	-0.915277787527507	1
1adtA	-0.023710906505585	0.054190107725199	1
1aepA	-0.079623494297266	-0.955476672078192	1
1agrE	0.112179371217887	-0.615324508713692	1
1ak4C	0.066772983719905	-0.826815765214064	1
1an2A	0.116411626338959	-0.527915056163287	1
1aorA	0.055013456692298	-0.588576143738063	1
1aoyA	-0.209261383861303	-0.511065261327043	1
1aruA	0.020409519473712	-0.915162060041914	1
1beoA	0.025587293008963	-0.970402309669368	1
1bfmA	-0.13823091921707	-0.911603253651325	1
1bgcA	-0.055802452067534	-0.916956945926726	1
1bipA	0.201530424257119	-0.629227656707259	1
1bmfG	0.463986444597443	-0.258401907769651	1
1bmtA	-0.372745297849178	-0.58527030189233	1
1bucA	0.124431942900022	-0.658934212329565	1
1c5aA	-0.016490161418915	-0.777676016125634	1
1cemA	-0.055811785161495	-0.864311541295709	1
1cmbA	-0.373322973648707	-0.582028858394033	1
1cooA	0.145967616932467	-0.591010839034571	1
1cpcA	-0.003985387583574	-0.724365369048107	1
1cpoA	0.011811087528865	-0.692003338667622	1
1crkA	-0.119276215632757	-0.743352304763114	1
1csgA	0.015025245646636	-0.690978932269915	1
1cshA	0.017936486750841	-0.695419513507138	1
1csmA	-0.066608339548111	-0.635079893325094	1
1dipA	-0.01029767592748	-1.03998488823341	1
1dnpA	-0.145202996830146	-0.572884213699425	1
1dprA	-0.17224574709932	-0.674126097870794	1
1dsbA	-0.065335672348738	-0.918797578345379	1
1dvhA	0.029329930742582	-0.921593385704756	1
1eciA	0.283611779411634	-1.00561994058927	1
1ecmA	0.39094095180432	-0.735949406542046	1
1enhA	-0.026700101792812	-0.912065814712963	1
1ercA	-0.01320318877697	-0.984622105975388	1
1etdA	-0.021940611613294	-0.965192185744589	1
1etpA	-0.160102508341273	-0.848377274405772	1
1ezmA	0.065476529610654	-0.808884288315848	1
1fapB	-0.016735908885797	-0.982093070030318	1
1fc2C	-0.043769120549162	-0.788431018215227	1
1fipA	-0.044884254535039	-1.01105595760458	1
1fowA	0.112779855728149	-0.716550969461387	1
1fpsA	0.138874107350906	-0.634388945531941	1
1gabA	0.25053346157074	-0.69369440041615	1
1glmA	0.056366433699926	-0.692890021124954	1
1glnA	-0.167402836959809	-0.820904986327736	1
1grjA	0.188936526576678	-0.73127293148235	1
1grlA	-0.121679150809844	-0.956607113267652	1
1hcrA	0.0394398594896	-0.293421847611261	1
1hdjA	0.053586478034655	-0.945277247786234	1
1hmeA	0.242479751507441	-0.491734229232093	1
1hstA	-0.136657139907281	-0.840210143387107	1
1hvdA	-0.018785537530979	-0.897807343918698	1
1hypA	-0.125092460463444	-0.917352403900077	1
1ifjA	0.370867963414639	-0.871023752515795	1
1ignA	-0.143478849281867	-0.826006718094694	1
1ihfB	0.254624252518018	-0.66359184425033	1
1ilkA	0.187784076978763	-0.563395277159749	1
1imqA	0.006153925942878	-0.929983753740068	1
1jvrA	-0.103535592556	-0.259368003308688	1
1lbdA	-0.370661954085032	-0.491746963612442	1
1lbuA	-0.128835938870907	-0.632116563241496	1
1leaA	0.12088551123937	-0.475427974445677	1
1lisA	0.088738878568014	-0.680967768545439	1
1llaA	-0.085964372847229	-0.778285914870745	1
1lliA	-0.25699649254481	-0.147850823719933	1
1lpeA	0.154948485394319	-0.973852956670568	1
1lreA	-0.27116992076238	-0.687355778514566	1
1lrvA	-0.287907083829244	-0.863502987127131	1
1mhlA	-0.164767523606618	-0.839619954065723	1
