1AKK	-0.042806653305888176	-0.9868096728246623
1CCR	-0.05730940277377764	-0.8097152816400323
1CRC	-0.054820801752309	-1.0271027604508207
1CYC	-0.08628841489553452	-0.9283841190849198
1FI7	0.04447043873369694	-0.9099871295151248
1FI9	0.047723789299267266	-0.9105181981303848
1GIW	-0.029518452783425648	-0.9223193402861686
1H31	-0.010295738580074007	-0.8183710307814629
1H32	0.06102815650713941	-0.9105379472642714
1H33	0.015518117307995759	-0.9126825032021235
1HRC	-0.02612545092900594	-1.0710911081412655
1I54	-0.010211310038963955	-1.0323063341302139
1I55	-0.009939387440681456	-1.0337551582813387
1I5T	-0.026870111624399822	-0.9648017184300194
1J3S	0.06098521934375943	-1.005516377256867
1KTD	-0.008682085666805506	-0.8121626126755237
1LC1	-0.10893190302886069	-0.9173766160452281
1LC2	-0.11754385775970554	-0.9127247510162209
1LFM	-0.008626891920963923	-1.0323443693538144
1M60	0.009918199852108955	-0.927979896273727
1OCD	0.1234864667057991	-0.9551592480951306
1RWJ	0.06925546657294035	-1.207847728565053
1U75	-0.007710608550243904	-0.7806955923467479
1WEJ	-0.01131013925704691	-0.8993656621230794
2B4Z	0.01896494006117185	-0.8721812437745292
2CZS	-0.040596002091964095	-0.8713423944332335
2D0S	-0.10214559485514958	-1.0021029174547502
2FRC	0.042356679836908974	-0.9665539568111458
2GIW	-0.033025040042897066	-0.9127176254095323
2N3B	0.0001576692253972093	-0.9160276678458896
2N3Y	0.0013243531078236028	-1.0166252634189448
2N9I	0.007199789844404827	-1.0217495357418538
2N9J	-0.007300422845097879	-0.8678201200370715
2OZ1	0.05384840439849844	-0.8149093950948845
2PCB	-0.015451224106881352	-0.7914397771119933
2YBB	-0.05885014939632229	-0.5735327422305287
2YK3	0.01997956002338065	-0.8785437162891082
3A9F	0.05064895423129201	-0.6905713636344695
3CP5	-0.09054030136515696	-0.7833472273776395
3CYT	-0.009898530940214794	-1.0380553032999367
3H33	-0.13933564722537994	-0.9676256808866167
3H34	-0.003949280828237534	-1.0068513489917605
3H4N	0.030867241943875946	-1.1115395575796185
3J2T	0.03166104520538024	-0.8891521336513468
3JBT	0.010390048525074405	-0.8966033154787482
3NBS	0.00791565453012786	-0.5470371685708475
3NBT	-0.007465700295748927	-0.731601278894516
3NWV	0.0009496100246906298	-0.8996586096746557
3O1Y	0.02131158030695386	-0.9778878813860222
3O20	0.038101007644500993	-0.9935916484370955
3OUE	-0.015472870940963427	-0.8037507777215547
3OUQ	-0.09646863490343094	-0.8878648018925586
3OV0	0.12729378044605255	-0.9304539002353583
3QIB	-0.0816366304953893	-0.8335585196665705
3QIU	0.129519992073377	-0.7407569492071138
3QIW	-0.0017579026520252283	-0.7289104929613804
3VRC	0.06281085556838661	-0.9637134899616792
3WC8	0.3320922354857127	-0.532804834821276
3WUI	0.3136214464902878	-0.5325499353125529
3ZCF	0.01905424054712057	-1.1295450600643935
3ZOO	0.017602678077916305	-1.129122269355279
4NFG	0.026898876453439396	-0.7907460907806109
4RSZ	0.004505934536508803	-0.9388842841971409
5CYT	0.012363732481996218	-0.8921994012599689
5DFS	-0.02186231951539715	-0.9561241478784126
5EXQ	0.019726581192420177	-1.1774045125376973
5IY5	0.02586016765348004	-0.6787856482154843
5JUY	-0.04211779020692187	-0.7829086147686437
5O10	0.023676977260038257	-1.175874106605987
5TY3	0.03752770282638569	-1.1715593203610273
5WVE	0.014104022805889446	-0.8545820162764263
6CUK	-0.049184881150722504	-0.94916749677563
6CUN	0.00047564258178075153	-0.9618549117299727
6FF5	-0.09311608721812566	-0.9959114545511246
