id	skewness	kurtosis	label
1acoA	0.006585861866673	-0.532397767898085	3
1ad3A	0.264896191452863	-0.600191768171276	3
1addA	-0.022525635858377	-0.872414547298321	3
1ak5A	0.022298892339071	-0.242430746863743	3
1ampA	-0.12099544207255	-0.875585638960411	3
1artA	0.175504083434741	-0.704396046861488	3
1asuA	-0.280931467811267	-0.274864186942314	3
1aylA	0.000968060766657	-0.967431830347472	3
1bamA	0.007860156397025	-0.873591750365207	3
1bcoA	0.042172769705455	-0.923083254239378	3
1bleA	-0.048445347919672	-0.823679380952	3
1bmtA	-0.372745297849178	-0.58527030189233	3
1bncA	0.255510186155637	-0.720014559334511	3
1broA	-0.104668067147334	-0.86903387573616	3
1brsD	0.091575492173433	-0.941724830088474	3
1bybA	0.079317482809226	-0.775644198387436	3
1cbgA	0.080204588671525	-0.830804825923008	3
1cdgA	0.039614761869113	-0.719471640658707	3
1cfrA	-0.09622006615003	-0.47935114469453	3
1chdA	0.095777205501994	-0.741113493515364	3
1chmA	-0.020482165118059	-0.744356645396574	3
1coyA	0.018308947483699	-0.84742529065213	3
1cseE	0.012316306432088	-0.678550388076986	3
1cttA	-0.113728682200114	-0.823569151096459	3
1cusA	0.009671640892824	-0.827253053751709	3
1deaA	-0.069353639458617	-0.861668846480828	3
1dfjI	-0.15959724287192	-0.906029730639501	3
1dikA	-0.119622804224491	-0.836743742841499	3
1dinA	0.056397202114264	-0.860506899640648	3
1djxA	-0.258348152041435	-0.658744252876407	3
1dnpA	-0.145202996830146	-0.572884213699425	3
1dorA	-0.079751426974932	-0.589024511913896	3
1dosA	-0.291135360797246	-0.124945242045071	3
1draA	0.028506042590986	-0.756458833429565	3
1dsbA	-0.065335672348738	-0.918797578345379	3
1dtsA	-0.227310034135977	-0.706235329267387	3
1e2bA	0.004806185762088	-0.814167717449462	3
1ebhA	0.06874267787983	-0.692977667817124	3
1edeA	-0.004659262485802	-0.868872227989955	3
1erjA	0.011869087737675	-0.830703824029957	3
1escA	-0.107271300628781	-0.731380602671522	3
1exnA	0.066068408389886	-0.70984271947499	3
1fnbA	-0.185738717516263	-0.498612558757299	3
1fuaA	0.122794409592946	-0.591791500133933	3
1fuiA	-0.001561580536266	-0.653580017610192	3
1garA	0.008709399029613	-0.557589590665535	3
1gesA	-0.04843719303608	-0.889690364969417	3
1gkyA	0.181917175650597	-0.575405430455513	3
1glaG	-0.133894855777423	-0.73045368967735	3
1gndA	-0.248725728442272	-0.714961990138289	3
1gpbA	0.185081561406453	-0.669227034387911	3
1gplA	-0.034475872913996	-0.644424119401374	3
1gpmA	-0.033364914357662	-0.696106322211068	3
1grlA	-0.121679150809844	-0.956607113267652	3
1gymA	-0.010203522940477	-0.768199248318628	3
1hjrA	-0.273893649379412	-0.65135319815706	3
1hmyA	0.270966983089844	-0.487837263831653	3
1hplA	0.137848377227783	-0.72137203787302	3
1hpmA	0.049361023741464	-0.584147916634284	3
1hrdA	0.158263616263866	-0.722955985447431	3
1httA	-0.023104051748912	-0.819581777906944	3
1hvqA	0.047220413262645	-0.93473224117726	3
1idmA	0.074636156360308	-0.744057091271499	3
1kfdA	0.121646832674742	-0.513848667200636	3
1kifA	0.019414921601613	-0.786554340632345	3
1lamA	-0.146477056046327	-0.712701398502945	3
1lctA	-0.030242731173833	-0.938366187418604	3
1lfaA	0.116625082679093	-0.69924666958786	3
1lucA	0.116291100780169	-0.96368020253565	3
1mekA	0.147650495171547	-0.521201547437172	3
1mioA	-0.051459054152171	-0.373487164232696	3
1mlaA	0.237651275470853	-0.873926938431175	3
1mmdA	0.062012369434039	-0.810483411756834	3
1nbaA	-0.106401851090292	0.175786068422987	3
1nfpA	-0.058090592424075	-0.619789751409508	3
1noyA	-0.07219169040521	-0.803979662090656	3
1nulA	-0.486948445439339	-0.154000536206702	3
1nzyA	0.014020743469397	-0.724246602700662	3
1obrA	-0.054371437116061	-0.914676262756644	3
1orbA	-0.126839724679788	-0.785262246918008	3
1ordA	0.065353242059549	-0.635354504557671	3
1pauA	0.385157446066538	0.104974235642988	3
1pbnA	0.035522424150258	-0.688755023402653	3
1pdoA	0.185646542658408	-0.250844516863678	3
1pfkA	-0.149896542231242	-0.844573674332132	3
1phpA	0.000990521162748	-0.776212929126312	3
1phrA	0.137162002424399	-0.792897882791772	3
1piiA	0.146106464167436	-0.739885870787792	3
1pkyA	0.14506667604049	-0.778720624605585	3
1ptaA	-0.012011498212814	-0.816826742307489	3
1pudA	-0.113244593764345	-0.671529401633114	3
1pvdA	0.174897897988558	-0.586425297028393	3
1pvuA	0.181533979872862	-0.263990423915262	3
1pxtA	0.106558759696782	-0.668191917706943	3
1qapA	0.197185690204302	-0.828963212094888	3
1qbaA	0.063125689824422	-0.838327669130311	3
1qrdA	-0.286158526937167	-0.601210541568429	3
1raaA	-0.014562165054182	-0.642744083713334	3
1reqA	-0.075555315862099	-0.275972110797144	3
1rlaA	0.071767153218389	-0.559513465723029	3
1rlrA	-0.013404453794162	-0.594151849188543	3
1rpaA	-0.044168348113696	-0.584404907540263	3
1rvaA	-0.14608146250248	-0.881494615906343	3
1rvvA	0.017209907372793	-0.68872683578205	3
1scuA	-0.071643090496461	-0.795923973685826	3
1sfeA	-0.131292418887218	-0.836131604244803	3
1sftA	0.317972516020139	-0.734352495567598	3
1tahB	-0.044545605778694	-0.709166476530884	3
1tfrA	0.155653809507688	-0.71541403443511	3
1thtA	0.176347623268763	-0.735493757502107	3
1tmlA	-0.007331761221091	-0.902762401403094	3
1tpfA	-0.172766145318747	-0.622626671957308	3
1tplA	-0.125689213474592	-0.749741378825344	3
1tptA	-0.002622311313947	-0.783817813213279	3
1trkA	0.044622562204798	-0.7287348939962	3
1ucwA	-0.016315271457036	-0.716828419161655	3
1udgA	-0.090294811874628	-1.00923981967062	3
1v39A	0.074614088982344	-0.931341494276246	3
1vhrA	0.128806635737419	-0.796567454232213	3
1vidA	0.06552043184638	-0.905944325001535	3
1whtA	0.048951427141825	-0.615397033417664	3
1xelA	0.019770392682403	-0.931578622338918	3
1xvaA	0.353041830162207	0.03198713330909	3
1xyzA	-0.201541893184185	-0.73076295085226	3
1yasA	-0.032856578007341	-0.844264743803741	3
1zymA	-0.208722205531861	-0.469293509118888	3
2acrA	0.038672990320871	-0.862164739739581	3
2anhA	-0.13768116136392	-0.765932694996599	3
2bguA	-0.080468293473435	-0.887736976423525	3
2cmdA	-0.044393602137764	-0.809020160588219	3
2ctbA	0.096973483761152	-0.812384039018792	3
2dkbA	0.136164493858814	-0.805628861346561	3
2dlnA	-0.033412584414085	-0.624094276491081	3
2driA	0.06881830530862	-0.848580432223105	3
2fx2A	-0.063459422439337	-0.86820970371498	3
2gltA	0.310026417175929	-0.620493580552215	3
2gstA	0.130050801298542	-0.757336289006208	3
2hnpA	0.008205957710743	-0.696377189537397	3
2kauC	0.151024344493635	-0.810191441931307	3
2masA	-0.041615920762221	-0.866896171057167	3
2mnrA	0.065505048880975	-0.777532974690611	3
2nacA	-0.120275487502416	-0.701215483008153	3
2ohxA	-0.034127955635389	-0.809899922534416	3
2olbA	0.092322478691737	-0.888365906155165	3
2piaA	-0.0168165328602	-0.732732360812418	3
2rebA	0.005947158982356	-0.696748227273797	3
2rn2A	0.104784694189827	-0.602828769233072	3
2rslA	0.177152276039124	-0.775336278664597	3
2tmdA	-0.060155175626278	-0.403838840476029	3
2trcP	-0.135611453404029	-0.906347758478904	3
2trxA	0.022165279835463	-0.936635495008688	3
2xisA	0.367015225191911	-0.307412831888628	3
2yhxA	-0.353674019376437	-0.572078685337722	3
3chyA	-0.060492524877191	-0.527887696180325	3
3claA	0.063976558546225	-0.714950506712121	3
3pgmA	-0.039445266127586	-0.795746415347968	3
5p21A	-0.114284497996171	-0.66071072389988	3
