1JWN	-0.045667688556325935	-0.879823790759814
1JZK	-0.04522860030798863	-0.8799238267002153
1JZL	-0.03181084307531516	-0.8355169038328605
1JZM	-0.016884226662417255	-0.838877903002525
1NWI	-0.0428814841240334	-0.8799744940809799
1NWN	-0.02752561246355375	-0.8350475546739484
1NXF	-0.018693570668498673	-0.8399478641922429
2AUO	-0.031051311641931534	-0.8386851465709122
2AUP	-0.021718187568088375	-0.8390494290770851
2AUQ	-0.033912234629193946	-0.8383004554571692
2AUR	-0.01987917783359687	-0.8391331506158394
2AV0	-0.03243587786952654	-0.8391218646681562
2AV3	-0.019406325494249657	-0.838357747078492
2GRF	-0.01764521344254414	-0.8375898341619907
2GRH	-0.034664832055568695	-0.835453887716414
2GRZ	-0.033518102330466114	-0.8354265361943446
2R4W	-0.035645909607410424	-0.8368718031165994
2R4X	-0.019973873471220337	-0.8386555282116277
2R4Y	-0.018967526654402413	-0.8399533470745733
2R4Z	-0.033102904756863914	-0.8452620037159799
2Z85	-0.018397637798140444	-0.8392884510229718
2Z8A	-0.031245365738868706	-0.8493011843354681
3G46	-0.02777676470577716	-0.8342497389605407
3G4Q	-0.03188669929901759	-0.841655132905516
3G4R	-0.032193892945845924	-0.8409796652311698
3G4U	-0.03391858655959367	-0.8419171736696478
3G4V	-0.032943434392412506	-0.8424135728135564
3G4W	-0.031189809242884323	-0.841300834698774
3G4Y	-0.03283401081959406	-0.8411258720982462
3G52	-0.03354643192142248	-0.8443651693515922
3G53	-0.033097914109627403	-0.8394277539013444
3UGY	-0.03193984615306059	-0.839649664782409
3UGZ	-0.032068775966763496	-0.8334912413877533
3UH3	-0.032447090372443206	-0.8362381128916672
3UH5	-0.03270694737633069	-0.8385727443092981
3UH6	-0.034482223292191826	-0.8384278844437866
3UH7	-0.03326462271312873	-0.8371057826553856
3UHB	-0.03282607657214005	-0.8388217571290328
3UHC	-0.03198595282932122	-0.8366010842705736
3UHD	-0.032928778479496636	-0.8384078283309238
3UHE	-0.03285211883485317	-0.836085238560667
3UHG	-0.03191743170221647	-0.836054657262904
3UHH	-0.03308909945189953	-0.8363901012291478
3UHI	-0.037454571186875306	-0.8837540755333764
3UHK	-0.04394492162585569	-0.8808463877341751
3UHN	-0.016694506164640188	-0.8406152276016822
3UHQ	-0.016695082653313875	-0.8373110332859188
3UHR	-0.018423006559411682	-0.8398994523480225
3UHS	-0.01668994020049771	-0.8408465872925901
3UHT	-0.01657248319437106	-0.8374908658201539
3UHU	-0.018041336288054786	-0.8402462500364247
3UHV	-0.017816699730853244	-0.8397830489484104
3UHW	-0.015891139550755426	-0.8391453975274955
3UHX	-0.017807219798366226	-0.8393708785901972
3UHY	-0.01726423560952147	-0.8336671679497156
3UHZ	-0.017927576632549368	-0.8389470102661902
3UI0	-0.017115878096471228	-0.841615155156689
