id	skewness	kurtosis
119l	0.053275734186172485	-0.8131368757140204
193l	0.17406229488551617	-0.7322606300686916
1ab8	0.012735294799009964	-0.4268295848230439
1af5	-0.07703550656636556	-0.6577357635693889
1afi	0.03981085140258074	-0.8793952548784286
1ag2	0.07569548239310582	-0.8981640563617842
1ah6	-0.2467508583019177	-0.3696734555822941
1ahq	0.02534327780206998	-0.7672220729803346
1aih	0.13157541033190984	-0.40245178195101894
1ako	0.05439716523202757	-0.6783490284568546
1aor	0.040405653727551304	-0.7608149841662857
1aps	-0.112587920576334	-0.7950166052210161
1apy	-0.05340654651323955	-0.3947137837554804
1ast	0.12180287142594655	-0.7457823207962928
1atl	-0.07388150319457054	-0.7288365790353888
1bia	-0.019798970470825832	-0.7820386606542242
1bnc	0.07981127128005028	-0.7463201667550488
1bpl	0.13323802935580412	-0.8416360971326875
1bvl	0.025013363066439833	-0.7995193715291681
1cby	0.19918168491373459	-0.5008110861873436
1cdl	-0.07884438518279543	-0.9692302666223083
1cew	0.18790272623300552	-0.9655654607249436
1chk	0.02123045618645847	-0.8228726732874343
1chm	-0.021606196959813435	-0.7222362141172152
1ckm	0.11829809254656234	-0.8215195712474086
1coy	0.018308947483698528	-0.8474252906521301
1crk	-0.0149937969011565	-0.7155363246734686
1cse	0.12087558582425117	-0.829637366949624
1ctf	0.09348669896523158	-0.8410428081772169
1ctn	0.2701924939950307	-0.6541965147491081
1dap	-0.02796846441924572	-0.5421688122385477
1dar	0.11617641399304073	-0.8265525848607167
1dco	-0.007803671256018179	-0.7702163584257684
1def	-0.07911977253819781	-0.7841827183154212
1dik	-0.11962280422449112	-0.8367437428414993
1div	-0.2897508057455222	-0.9772978580573953
1ebh	0.028323616832494732	-0.7470273862802277
1efn	0.06549740551660459	-0.6320118646824567
1ema	0.10354162255922954	-0.7702464278525333
1esf	-0.022822142889102302	-0.8634554957205576
1ezm	0.06129843431214491	-0.8049449251777538
1fca	-0.03517286106944084	-0.9552794111499366
1fd2	0.13394755497574806	-0.8559345313132067
1fim	0.043711685885985695	-0.7453840515861875
1fjm	-0.0017482632150252683	-1.0489337862141157
1fkd	-0.13134888807932535	-0.7520001487480984
1frd	-0.04634802540143331	-0.9005970694697543
1fro	-0.06193168150881925	-0.6636079753099422
1fwp	0.0012017313080529373	-0.8060995132335321
1gal	0.005020438693463802	-0.8905864619599163
1gbs	-0.0811478706697623	-0.7556871904997826
1gdl	-0.17373219629128775	-0.7836656259453926
1ges	-0.08924492945273717	-0.8693780456600542
1ggt	-0.07130622894813618	-0.7053845075078949
1gmp	-0.07102593042266866	-0.8147061296231465
1gnd	-0.24872572844227156	-0.7149619901382893
1gpm	0.058081919948259994	-0.7467945499540328
1grj	0.18893652657667795	-0.7312729314823496
1grl	-0.02382578430253835	-0.8928422629258895
