1AWD	0.13228328029314676	-0.6306918150090253
1BLU	0.1042011990211904	-0.8760230356233295
1CLF	0.16950210377884406	-0.7326656887582754
1DUR	-0.052442415112939976	-0.8170164644582426
1E0Z	0.17406500050177176	-0.45842481290774256
1H98	-0.06865472098191579	-0.723515494623713
1IQZ	0.1165325790643692	-0.8987075070036097
1IR0	0.0929354839026928	-0.846998645973863
1L5P	0.007593219065003927	-0.7198706200982484
1PFD	0.15185370095126993	-0.6489627126536921
1RFK	0.1228453724955519	-0.7362227979439435
1RGV	0.06385926716029644	-0.8868575756040853
1ROF	-0.17481016591191295	-0.8295052324190554
1SIZ	0.04473731170097987	-0.6795191454642439
1SJ1	0.02588585950434208	-0.6823516573851331
1VJW	-0.0047471461196740465	-0.94711236299741
1WTF	0.019627595630784835	-0.7490795998604489
2V2K	-0.061266739542285606	-0.7996327265714699
2Z8Q	-0.019987337291240692	-0.7975552535723818
3AB5	0.031042960782845817	-0.8375777672800204
3EUN	0.06845843916138013	-0.831557331702444
3EXY	0.07261406754453976	-0.8426211265635536
3HUI	0.14071091512838999	-0.7598522529168598
3LXF	0.02062865536039074	-0.8516419292123285
3P63	-0.020565254613757133	-0.6710740908742601
3PNI	0.11884681756297746	-0.69468751628968
3WCQ	-0.0507349589218696	-0.6805401814068949
4DHV	0.12784160239001116	-0.7995148722006828
4FXC	0.06555889298518498	-0.6596415941850305
4ITK	0.20137765631079674	-0.5334326549483782
4LTU	-0.0972202600290378	-0.8768006266888201
4ZHP	-0.008589568237463633	-0.5851264021511735
5BOK	0.14814956982930502	-0.6567122395482475
